# Credits to https://github.com/JeffSackmann/tennis_wta
Id,First Name,Last Name,Country
217120,Magdalena,Wojcik,GER
217121,Susan,Durst,GER
217122,Amanda,Gesualdi,ITA
217123,Tatjana,Scheel,GER
217124,Michela,Comune,ITA
217125,Serena,Carsughi,ITA
217126,Esther,Stasi,ITA
217127,Giulia,De Muro,ITA
217128,Marie Lisa,Loriga,ITA
217129,Lucia,Curielli,ITA
217130,Chiara,Lucacchioni,ITA
217131,Daniela,Santamato,ITA
217132,Valentina,Terio,ITA
217133,Roberta,Zandarin,ITA
217134,Silvia,Gabba,ITA
217135,Simona,Patti,ITA
217136,Francesca,Lancini,ITA
217137,Raffaella,Gambadoro,ITA
217138,Laura,Tuzzi,ITA
217139,Valeria,Cecchetti,ITA
217140,Raffaella,Valentino,ITA
217141,Makiko,Inekaku,JPN
217142,Yuko,Miyajima,JPN
217143,Tomoko,Tazawa,JPN
217144,Yumiko,Nakazima,JPN
217145,Masako,Naito,JPN
217146,Akiko,Kazama,JPN
217147,Izumi,Sugimoto,JPN
217148,Yoko,Torii,JPN
217149,Tomoko,Ishida,JPN
217150,Ai,Haigo,JPN
217151,Mariko,Kaneko,JPN
217152,Tomoko,Sekiguchi,JPN
217153,Yukari,Ochiai,JPN
217154,Saloni,Kantaria,KEN
217155,Jenny,Kuhlin,KEN
217156,Hyun Sook,Park,KOR
217157,Viktoria,Tepluk,LAT
217158,Vlada,Kirilovska,LAT
217159,Natalia,Bogacova,LAT
217160,Manar,Akkar,MAR
217161,Nadia,Bibarss,MAR
217162,Courtney,Roberts,USA
217163,Elke,Juul,AUS
217164,Julie Ann,Baird,USA
217165,Nicole,Elliott,USA
217166,Ashlee,Callahan,USA
217167,Kelly,Rudolph,USA
217168,Alexandra,Ramirez,USA
217169,Mary,Quasney,USA
217170,Lisa,Lillemoe,USA
217171,Monty,Morrison,USA
217172,Edna,Espinosa,MEX
217173,Mari Carmen,Espinosa,MEX
217174,Grace,Summerside,AUS
217175,Barbara,Soares,BRA
217176,Gilda,Robleto,MEX
217177,Elena,Ravnlanska,MKD
217178,Thea,De Weerd,NED
217179,Hilke,Wilt,NED
217180,Katja,Nossik,NED
217181,Josien,Boverhof,NED
217182,Gabriella,Somers,BEL
217183,Annette,Oosters,NED
217184,Kim,Gysbertse,NED
217185,Paola,Gamarra,PAR
217186,Karina,Miguenz,PAR
217187,Josefina,Vega,PAR
217188,Maria Noel,Ruiz,PAR
217189,Paula,Cantarutti,ARG
217190,Julia,Beconi,PAR
217191,Maria Rian,Pila,PHI
217192,Eun Young,Kim,KOR
217193,Karolina,Glowacka,POL
217194,Julia,Kondratovskaia,RUS
217195,Ewelina,Augustyniak,POL
217196,Justyna,Richter,POL
217197,Sabina,Kochan,POL
217198,Urszula,Owsiak,POL
217199,Dina,Jovanovic,YUG
217200,Dagmara,Bednarczyk,POL
217201,Alexandra,Kelly,GBR
217202,Ingrid,Lucak,GBR
217203,Sasha,Mattu,CAN
217204,Robertina,Marcu,ROU
217205,Simona,Petru,ROU
217206,Andreea,Seserman,ROU
217207,Olena,Kuzmyk,UKR
217208,Minette,Weirich,RSA
217209,Nozipho Gloria,Sithole,RSA
217210,Noswazi,Tshabalala,RSA
217211,Lizeth,Fourie,RSA
217212,Mojca,Pavlinic,SLO
217213,Kristina,Curic,CRO
217214,Frederique,Desire,FRA
217215,Vesna,Sevsek,SLO
217216,Constanze,Glockner,GER
217217,Tajana,Mlakar,SLO
217218,Caroline,Skrzypczyk,GER
217219,Alenka,Ovin,SLO
217220,Michelle,Buess,SUI
217221,Nadine,Sanfilippo,SUI
217222,Stephanie,Zenklusen,SUI
217223,Magdalena,Gargulakova,SVK
217224,Lucia,Struharova,SVK
217225,Martina,Miklosava,SVK
217226,Danila,Prevuznakova,SVK
217227,Nadia,Dzuganova,SVK
217228,Simona,Jozova,SVK
217229,Monika,Dybicz,SWE
217230,Cecilia,Helland,SWE
217231,Anna,Persson,SWE
217232,Charlotta,Aronsson,SWE
217233,Martina,Reiser,SWE
217234,Anna,Wilander,SWE
217235,Julie Anne,Chidley,USA
217236,Katja,Karrento,FIN
217237,Jenny,Zachrisson,SWE
217238,Isabella,Kling,SWE
217239,Karine,Etienne,SWE
217240,Maria,Lindberg,SWE
217241,Emelie,Akerbrandt Bengtsson,SWE
217242,Cecilia,Wilander,SWE
217243,Linda,Mattsson,SWE
217244,Anna,Nordell,SWE
217245,Gabriella,Reiner,SWE
217246,Johanna,Ingnas,SWE
217247,Anna,Oehme,SWE
217248,Sofia,Haggstrom,SWE
217249,Pakrpa,Pramualsuk,THA
217250,Yasuka,Shiba,THA
217251,Chia Hsuan,Fu,TPE
217252,Dorra,Hammami,TUN
217253,Sedef,Ozkan,TUR
217254,Zeynep,Inanli,TUR
217255,Gamze,Basaran,TUR
217256,Dolunay,Soykan,TUR
217257,Britta,Schneider,GER
217258,Irem,Saram,TUR
217259,Yonca,Gonen,TUR
217260,Gulay,Torgay,TUR
217261,Saffet Seden,Soyalp,TUR
217262,Simge,Resmor,TUR
217263,Inna,Brioukhovets,UKR
217264,Olga,Nefedova,RUS
217265,Agustina,Saenz,URU
217266,Magdalena,Cibils,URU
217267,Marina,Andreoni,ARG
217268,Lorrie,Major,USA
217269,Kendra,Howard,USA
217270,Chris,Payne,USA
217271,Jennifer,Black,CAN
217272,Ami,Fujiwara,JPN
217273,Machiko,Fujiwara,JPN
217274,Christine,Simpson,USA
217275,Rankin,Williams,USA
217276,Julia,Roach,USA
217277,Cristina,Condon,CHI
217278,Sabaea,Carrington,USA
217279,Angela,Bernal,COL
217280,Nicole,Roth,USA
217281,Joyce,Bergman,USA
217282,Sarah,Suitor,USA
217283,Jean Marie,Sterling,USA
217284,Jan,Barrett,CAN
217285,Ilona,Vishnevskaya,RUS
217286,Stacey,Anderson,USA
217287,Kelly,Press,AUS
217288,Varita,Sureephong,USA
217289,Shera,Wiegler,USA
217290,Trisha,Holloway,USA
217291,Leanne,Melgaard,AUS
217292,Suzanne,White,USA
217293,Lisa,Broadie,USA
217294,Elizabeth,Wright,CAN
217295,Martha,Morrison,USA
217296,Kandiss,Creighton,USA
217297,Brooke,Siebel,USA
217298,Nelyuri,Calvo,VEN
217299,Thais,Schenck,VEN
217300,Bojana,Damnjanovic,YUG
217301,Rosa,Gajic,YUG
217302,Cristina,Caparis,USA
217303,Rebecca,Hawkins,AUS
217304,Stephanie,Sajbert,AUS
217305,Eiko,Toba,JPN
217306,Machika,Tsuji,JPN
217307,Yumi,Kitano,JPN
217308,Katrin,Scheer,GER
217309,Ai,Ozawa,JPN
217310,Haruka,Yamamoto,JPN
217311,Marie Claire,Mathot,NED
217312,Ana Maria,Hartweg,ROU
217313,Maria Claudia,Negri,ITA
217314,Carla,Santini,ITA
217315,Chen,Shen,CHN
217316,Jennifer,Longin,FRA
217317,Agni,Patsourakou,GRE
217318,Jane,White,GBR
217319,Marta,Melis,ITA
217320,Claudia,Puddu,ITA
217321,Carlotta,Stasi,ITA
217322,Mandy,Septoe,RSA
217323,Jasmine,Wolcott,USA
217324,Lizanne,Marais,RSA
217325,Kathleen,Mcgaffigan,USA
217326,Laetitia,Gassis,FRA
217327,Karine,Redon,FRA
217328,Carine,Maisonnave,FRA
217329,Melissa,Avants,USA
217330,Michelle,Morris Berg,USA
217331,Barbara,Murga,CAN
217332,April,Pfannestiel,USA
217333,Saori,Kaneko,JPN
217334,Laetitia,Zembski,FRA
217335,Christine,Ricour Catella,FRA
217336,Adriana,Gonzalez,ESP
217337,Amandine,Clio,FRA
217338,Judith,Diaz,VEN
217339,Aine,Leonard,IRL
217340,Sarah,Mcintyre,IRL
217341,Dearbhia,Kelly,IRL
217342,Lauren,Rookledge,RSA
217343,Helene,Mygind,DEN
217344,Elena,Grazioso,ITA
217345,Alessandra,Carta,ITA
217346,Christelle,Prato,FRA
217347,Zuzanna,Grochocka,POL
217348,Gabriela,Marcu,ROU
217349,Olivia,Dubovikov,USA
217350,Leda,Pesatova,CZE
217351,Marketa,Pastikova,CZE
217352,Lucie,Podskubova,CZE
217353,Pavlina,Smatova,CZE
217354,Eleonora,Luciani,ITA
217355,Michela,Trabalioni,ITA
217356,Marie,Croin,FRA
217357,Ivana,Platenikova,CZE
217358,Lara,Garcia,ESP
217359,Kyoko,Hirano,JPN
217360,Maria,Alvaro,ITA
217361,Maria Jesus,Sol Hernandez,ESP
217362,Laura,Quintanilla Vidal,ESP
217363,Shelley,Panford Gyaaba,GHA
217364,Melissa,Nodvin,USA
217365,Cami,Stewart,USA
217366,Marissa,Gildemeister,USA
217367,Florencia,Romani,URU
217368,Kim,Niggemeyer,GER
217369,Emelie,Reutersward,SWE
217370,Elin,Stahl Johansson,SWE
217371,Johanna,Dahlback,SWE
217372,Betty,Tesfu,SWE
217373,Zorana,Stefanovic,YUG
217374,Klara,Kufova,CZE
217375,Johann,Fernandes,IND
217376,Jharna,Nansi,IND
217377,Amira,Segaoula,ALG
217378,Feila,Mahiddiene,ALG
217379,Gabriela,Moreira,BRA
217380,Carolina,Pimenta,BRA
217381,Renata,Veiga,BRA
217382,Swetha,Devaraj,IND
217383,Ana,Abad,CHI
217384,Kristin,Reed,USA
217385,Christi,Turdo,USA
217386,Yumi,Ueda,JPN
217387,Monika,Kolbovic,CAN
217388,Sarah,Kadi,CAN
217389,Zuzana,Palovic,CAN
217390,Rossi,Thomas,CAN
217391,Lika,Chkuaseli,GEO
217392,Miriam,Palacios,ESP
217393,Kristina,Barysheva,RUS
217394,Judit,Llorens,ESP
217395,Erika,Reggiane,BRA
217396,Natasa,Krklec Jerinkic,YUG
217397,Petrona,Bantay,PHI
217398,Cindy,Hill,USA
217399,Kumi,Fukui,JPN
217400,Iva,Puflerova,CZE
217401,Alexandra,Demidova,SWE
217402,Esperanza,Vinals Rebassa,ESP
217403,Beatriz,Belda Mullor,ESP
217404,Lianne,Supperstone,GBR
217405,Monica,Mir Daud,ESP
217406,Maria Joao,Antunes,POR
217407,Anastasia,Balafouta,GRE
217408,Nandia,Tenni,GRE
217409,Anastasia,Antoniadou,GRE
217410,Stephanie,Devisme,FRA
217411,Marion,Lecas,FRA
217412,Asami,Nishio,JPN
217413,Ashley,Kroh,USA
217414,Caroline,Woerle,GER
217415,Lubica,Nadasska,SVK
217416,Rani,Cestari Setia,INA
217417,Esther,Van Londen,NED
217418,Veronica,Coslovich,ITA
217419,Ana,Lipartia,GEO
217420,Leigh,Shelton,USA
217421,Claudia,Filippini,ITA
217422,Galina,Kostova,BUL
217423,Natalia,Zabala,USA
217424,Eva,Diez,ESP
217425,Nikhila,Narra,USA
217426,Rebecca,Dare Mccann,GBR
217427,Andrea,Cooper,GBR
217428,Rachel,Shweky,USA
217429,Andrea,Ryan,IRL
217430,Ciara,Finucane,IRL
217431,Alison,Silverio,USA
217432,Cameron,Benjamin,USA
217433,Gretchen,Haynor,USA
217434,Olivia,Tudor,ROU
217435,Mihaela,Sicoe,ROU
217436,Cackie,Germic,USA
217437,Stephanie,Sipe,USA
217438,Miriam,Rahali,USA
217439,Nicole,Grunwald,USA
217440,Lilivette,Rivera,USA
217441,Jonni,Seymour,USA
217442,Millie,Begovic,GBR
217443,Mateja,Spes,SLO
217444,Eleni,Betsiou,GRE
217445,Rebeccah,Rosenfield,AUS
217446,Andreea,Novaceanu,ROU
217447,Georgia,Gonzalez Massot,ESP
217448,Laetitia,Allegrini,FRA
217449,Sonora,Fontaine,FRA
217450,Tatiana,Zhukovskaya,BLR
217451,Nathalie,Wallin,SWE
217452,Elena,Samoilo,RUS
217453,Geraldine,Figueiredo,FRA
217454,Marina,Pantovic,FRA
217455,Francesca,Agazzi,ITA
217456,Alessandra,Gandossi,ITA
217457,Erica,Tironi,ITA
217458,Anna Laura,Baraldi,ITA
217459,Satoko,Nakano,JPN
217460,Jean,Willmann,AUS
217461,Susannah,Dart,GBR
217462,Elena,Besedova,SVK
217463,Katiuscia,Del Vecchio,ITA
217464,Anastasia,Shevchenko,UKR
217465,Delphine,Froidevaux,FRA
217466,Valeria,Pertsukhova,UKR
217467,Isabel,Jarosz,CAN
217468,Gabriela,Matekova,CZE
217469,Rita,Gerecz,HUN
217470,Amanpreet,Kaur,IND
217471,Lisette,Pereira Aguilar,VEN
217472,Darina,Berkova,CZE
217473,Jin Jie,Gong,CHN
217474,Sonia,Fondevila Castro,ESP
217475,Helena,Franko,UKR
217476,Klara,Zrustova,CZE
217477,Krista,Sanders,NED
217478,Ekaterina,Hirtopanu,ROU
217479,Smaranda,Stan,ROU
217480,Cornelia,Lassonczyk,GER
217481,Maria Laura,Zarza,PAR
217482,Monika,Lesniakova,SVK
217483,Kristina,Geraniou,GRE
217484,Anna,Jugeli,GEO
217485,Alina,Sufiarova,RUS
217486,Maja,Milas,BIH
217487,Marjorie,Ceppo,BRA
217488,Milene,Souza,BRA
217489,Julia,Nogueira,BRA
217490,Ana Carolina,Pancia,BRA
217491,Ene,Ogbu,NGR
217492,Patience,Otali,NGR
217493,Ayoola,Odiah,NGR
217494,Dora,Delgadillo,MEX
217495,Maria,Soo,ISR
217496,Irene,Gonzalez Gonzalez,ESP
217497,Ikuko,Hirata,JPN
217498,Laetitia,Bonny,FRA
217499,Maria,Garcia Planas,ESP
217500,Andrea,Davidova,CZE
217501,Yanet,Yanez,CUB
217502,Laura,Bastos,BRA
217503,Silvia Carina,Mazzeo Da Silva,ARG
217504,Amanda,Saiontz,USA
217505,Weyli,Chang,USA
217506,Anna,Korotkova,RUS
217507,Rebecca,Spurr,NZL
217508,Giorgia,Pontoglio,ITA
217509,Joana,Laranjinha,POR
217510,Maria,Perevoschikova,RUS
217511,Marielle,Wallin,SWE
217512,Yolanda,Rowe,AUS
217513,Ornela,Basaric,BIH
217514,Filomena,Nisi,ITA
217515,Martina,Bregola,ITA
217516,Marika,Petrosino,ITA
217517,Claire,Webb,GBR
217518,Thuy Dan,Nguyen,VIE
217519,Yasuko,Saruta,JPN
217520,Alexia,Ferrand,FRA
217521,Karine,Preaud,FRA
217522,Anna,Anoufrieva,RUS
217523,Sara,Simbula,ITA
217524,Laura,Morales Hernandez,ESP
217525,Emi,Nozaki,JPN
217526,Magdalena,Wojdylok,POL
217527,Michaela,Carvanova,CZE
217528,Nazli,Kutuk,TUR
217529,Jasmina,Hamzic,SWE
217530,Marie,Vallety,FRA
217531,Helene,Stephens,USA
217532,Amanat,Thind,IND
217533,Anjani,Tandon,IND
217534,Amanda,Pratzel,USA
217535,Linda,Blank,GER
217536,Lara,Wittmann,GER
217537,Johanna,Pana,ROU
217538,Sadietou Biguedenam,Mayou,TOG
217539,Nicole,Briceno,USA
217540,Klara,Tomsu,CZE
217541,Nathalie,Roels,BEL
217542,Ivana,Mark,SUI
217543,Mareen,Beermann,GER
217544,Estefania,Salvador Martinez,ESP
217545,Sara,Tarraso Barber,ESP
217546,Annalisa,Salvatelli,ITA
217547,Alice,Covatta,SUI
217548,Laura,Pretin,ITA
217549,Anne Marie,Simonsen,DEN
217550,Laura,Lechi,ITA
217551,Ketevan,Okruashvili,GEO
217552,Nuria,Cascon Lapido,ESP
217553,Sabine,Pawelec,FRA
217554,Mariona,Nadal Ribelles,ESP
217555,Julia,Wieckowski,FRA
217556,Emmanuelle,Zowczak,FRA
217557,Paola,Alvarado,ECU
217558,Stefani,Falconi,USA
217559,Bethan,Lewis,GBR
217560,Lucy,Scott,GBR
217561,Valentina,Imperio,ITA
217562,Reina,Alexander,GBR
217563,Agnes,Liepina,LAT
217564,Merike,Stamberg,EST
217565,Kristiina,Eskola,FIN
217566,Sofi Helene,Weckman,FIN
217567,Aislinn,Oneill,GBR
217568,Siobhan,Oneill,GBR
217569,Lama,Daouk,LIB
217570,Rayssa,Haddad,LIB
217571,Iva,Plachkova,BUL
217572,Sladjana,Kos,YUG
217573,Maja,Sundac,YUG
217574,Atsumi,Mitsumine,JPN
217575,Sayaka,Takahara,JPN
217576,Pernille,Orloff Sattari,DEN
217577,Philippa,Taul,DEN
217578,Monique,Groen,NED
217579,Vanessa,Esteves,SUI
217580,Masa,Pozar,SLO
217581,Nina,Knavs,SLO
217582,Aleksandra,Cekic,CAN
217583,Karin,Cislikowski,GER
217584,Inga,Mueller,GER
217585,Nina,Spaeth,GER
217586,Daria,Galyanova,UKR
217587,Oxana,Zhuchenko,UKR
217588,Sabina,Warta,POL
217589,Natalia,Yatsenka,BLR
217590,Erica,Kosova,SVK
217591,Preethi,Subramaniam,IND
217592,Antonia,Toth,HUN
217593,Audrey,Moronval,FRA
217594,Bing Jie,Luo,CHN
217595,Yun Qiao,Ren,CHN
217596,Yuan Yuan,Zhong,CHN
217597,Yee,Wong,CHN
217598,Katy,Sauboi,FRA
217599,Anne Sophie,Vidal,FRA
217600,Yana,Zvarich,ISR
217601,Hsiu Ting,Huang,TPE
217602,Yi Fan,Chen,TPE
217603,Ya Wen,Lee,TPE
217604,Varinia,Soler Bravo,ESP
217605,Jana,Derkasova,CZE
217606,Maria,Ivanov,AUS
217607,Monika,Hohenecker,AUT
217608,Rebeca,Estupina Ibanez,ESP
217609,Giorgia,Capanni,ITA
217610,Laura,Bredniak,USA
217611,Tifanie,Treece,USA
217612,Rosario,Barea De Lara,ESP
217613,Maria,Bordons Ortiz,ESP
217614,Romina,Mrochen,MEX
217615,Ines,Pereira,POR
217616,Tereza,Kotasova,CZE
217617,Michaela,Matejickova,CZE
217618,Rowena,Baierl,NED
217619,Mary,Stevens,USA
217620,Carmen,Arredondo,MEX
217621,Heinar,Boltea,EGY
217622,Lorena,Valente,BRA
217623,Manuela,Santos,BRA
217624,Marah,Calvo,PUR
217625,Francesca,Bonomelli,ITA
217626,Gaia,Lazzaroni,ITA
217627,Katherine,Gladding,USA
217628,Cecile,Bardoux,FRA
217629,Julie,Bensilum,FRA
217630,Andreia,Ribeiro,POR
217631,Anna,Tyshing,AUS
217632,Sarah,Wray,AUS
217633,Michela,Pizzo,ITA
217634,Magdalena,Maranda,POL
217635,Aleksandra,Zakrzynska,POL
217636,Luci,Gonzalez Puch,ESP
217637,Carla,Lorenzo Jodar,ESP
217638,Desiree,Galvan Suarez,ESP
217639,Anahi,Navarro Ruano,ESP
217640,Jilke,Nelord,IND
217641,Yukiko,Nakanishi,JPN
217642,Maiko,Ohmi,JPN
217643,Yuka,Matsumoto,JPN
217644,Mika,Tanaka,JPN
217645,Monica,Rincon,USA
217646,Nicole,Fintell,USA
217647,Shanna,Strong,USA
217648,Jane,Huh,USA
217649,Estelle,La Porte,USA
217650,Maria,Ruiz Fabrega,USA
217651,Jessica,Leitch,USA
217652,Renata,Marcinkowska,USA
217653,Laura,Levan,USA
217654,Lindsey,Puchyr,USA
217655,Christy,Greenly,USA
217656,Timberly,Greenly,USA
217657,Nancy,El Molla,EGY
217658,Aleksandra,Stankovic,SWE
217659,Caroline,Dedering,SWE
217660,Anna,Khvedelidze,GEO
217661,Marina,Nicolas Chueca,ESP
217662,Jaclyn,Lucas,AUS
217663,Samantha,Lucas,AUS
217664,Marietta,Bigus,POL
217665,Malgorzata,Glodkowska,POL
217666,Natalia,Glodkowska,POL
217667,Paulina,Mielewczyk,POL
217668,Irina,Steirer,AUT
217669,Claudia,Hirt,SUI
217670,Petra,Douderova,CZE
217671,Zuzana,Chmelarova,CZE
217672,Paulina,Pokorna,CZE
217673,Ceara,Oneill,GBR
217674,Nina,Jauch,SUI
217675,Patrycja,Komarska,POL
217676,Diana,Bobkova,RUS
217677,Heather,Lockhart,GBR
217678,Oksana,Djulai,RUS
217679,Silvia,Batista,MEX
217680,Ledna,Martin,MEX
217681,Carlota,Schwartz Caballe,ESP
217682,Paloma,Navarro Montes De Oca,ESP
217683,Jenny,Falcon Manrique,ESP
217684,Natalia,Gonzalez Quintero,ESP
217685,Laura,Andrei,ITA
217686,Mihaela,Duna,ROU
217687,Annika,Weisse,GER
217688,Ana,Brandusan,ROU
217689,Tamara,Bartkowiak,SUI
217690,Mihaela,Giban,ROU
217691,Geanina,Mircea,ROU
217692,Monica,Purice,ROU
217693,Anca,Vladean,ROU
217694,Stefania,Vizireanu,ROU
217695,Jelena,Djordjevic,SCG
217696,Marija,Miladinovic,SCG
217697,Yagmur Basak,Gone,TUR
217698,Zeynep,Ozbarlas,TUR
217699,Jelena,Zivanovic,CAN
217700,Brooke,Rogers,USA
217701,Mylie,Gillet,FRA
217702,Andrea,Liniger,SUI
217703,Amitha,Arudpragasam,SRI
217704,Elisa,Mansell,GBR
217705,Miranda,Foley,GBR
217706,Jemima,King,GBR
217707,Carla,Bell,GBR
217708,Amelia,Frendo,GBR
217709,Edith,Tosner,GER
217710,Ana,Kovacevic,CRO
217711,Zina,Bretzel,GER
217712,Polina,Movchan,UKR
217713,Neus,Bestard Pomar,ESP
217714,Saori,Miyamoto,JPN
217715,Anne,Le Gall,FRA
217716,Julia,Lorca,FRA
217717,Kelli Elizabeth,Close,USA
217718,Daniella,Patton,DOM
217719,Anastasia,Poliakova,RUS
217720,Anna,Arustamyan,UZB
217721,Shkekyana,Dubova,KGZ
217722,Malika,Arifjanova,UZB
217723,Yukari,Nakashima,JPN
217724,Barbara,Ferreira,POR
217725,Gussie,Osullivan,AUS
217726,Daria,Kulbikova,RUS
217727,Sian,Bayliss,GBR
217728,Mikaela,Kristofersson,SWE
217729,Elliesa,Ball,GBR
217730,Erika,Faba Lopez,ESP
217731,Natalia,Zamora Jimenez,ESP
217732,Melanie,Tu,USA
217733,Mo,Cao,CHN
217734,Andela,Brguljan,CRO
217735,Yu Ting,Deng,CHN
217736,Lu,Lin,CHN
217737,Joke,De Kok,BEL
217738,Kim,Stubbe,BEL
217739,Lien,Van Geel,BEL
217740,Kirsten,Willems,BEL
217741,Kristina,Beznakova,SVK
217742,Ji Hyun,Oh,KOR
217743,Nastasiya,Kipina,RUS
217744,Irina,Tregub,RUS
217745,Viktoria,Stojanova,GER
217746,Petra,Kopic,CRO
217747,Candice,Laurent,FRA
217748,Lenka,Filipova,SVK
217749,Katy,Oshea,AUS
217750,Lauren,Townrow,GBR
217751,Nancy,Karaky,LIB
217752,Sandra,Herrera Gonzalez,ESP
217753,Yuka,Sadakane,JPN
217754,Kamila,Pavelkova,CZE
217755,Dominika,Schlehoferova,CZE
217756,Whitney P,Kay,USA
217757,Sydni,Katz,USA
217758,Rei,Ikeda,JPN
217759,Hana,Shimokawa,JPN
217760,Anastasiya,Tripolskaya,RUS
217761,Elizaveta,Deykun,RUS
217762,Nataliya,Naumova,RUS
217763,Alice Alexandra,Banica,ROU
217764,Iulia,Vodislav,ROU
217765,Maria Paula,Bagnati,ARG
217766,Jasmine Nicole,Minor,USA
217767,Tea,Palandacic,SLO
217768,Hana,Umek,SLO
217769,Natascha,Kennis,NED
217770,Aleksandra,Zawadzka,POL
217771,Adi,Ella,ISR
217772,Rotem,Shveber,ISR
217773,Sharon Nosipho,Makhanya,RSA
217774,Marnelle,Boshoff,RSA
217775,Alexandra,Leatu,USA
217776,Masa,Grgan,SLO
217777,Siria Elena,Brebenel,ROU
217778,Minori,Himeno,JPN
217779,Momoka,Hoshino,JPN
217780,Mafalda,Lhorca,POR
217781,Angela,Roesler,SWE
217782,Natalia,Kozel,POL
217783,Amber,Brightly,USA
217784,Kelsey,Lawson,USA
217785,Luz Rocio,Jara,ARG
217786,Melina,Gonzalez Morganti,ARG
217787,Sabine,Neteler,GER
217788,Kate,Hole,AUS
217789,Insa,Wickmann,GER
217790,Cristina,Melgarejo,MEX
217791,Alex,Martin,USA
217792,Ashley M,Kitchen,USA
217793,Lauren,Schmidt,USA
217794,Martina,Alabiso,ITA
217795,Cristina,Matera,ITA
217796,Eva Maria,Sjolund,SUI
217797,Sara,Tegner,SWE
217798,Mirjam,Gamperli,SUI
217799,Lisa,Piller,SUI
217800,Karin,Hoppler,SUI
217801,Elin,Winkler,SUI
217802,Lea,Winkler,SUI
217803,Stacia,Kissell,USA
217804,Alexandria,Walters,USA
217805,Ariane,Maack,GER
217806,Nina,Pfahler,GER
217807,Pauline,Descat,FRA
217808,Maylis,Lafaysse,FRA
217809,Angelika,Sobiecka,POL
217810,Olivia,Larsson,SWE
217811,Viktoria,Matejevic,SWE
217812,Natalie Greer Watts,Da Silveira,BRA
217813,Giovanna,Ramos,BRA
217814,Stephanie,Sagaspe,FRA
217815,Irene,Gonzalez Olivar,ESP
217816,Rozel Asuncion,Hernandez,USA
217817,Haruna,Umemoto,JPN
217818,Angela,Dishkova,BUL
217819,Dide,Beijer,NED
217820,Theresa Maria,Braun,GER
217821,Lucy,Brooks,GBR
217822,Samantha,Noble,GBR
217823,Alexandra,Gracova,SVK
217824,Jana,Stankovicova,SVK
217825,Evangeline,Repic,CAN
217826,Bolan,Tarkoe,USA
217827,Shradha,Dali,IND
217828,Salome,Kvitashvili,GEO
217829,Oana,Ionescu,ROU
217830,Annie,Sullivan,USA
217831,Eva,Sung,USA
217832,Whitney,Wolf,USA
217833,Hanna,Mar,USA
217834,Mandy,Brown,USA
217835,Gia,Mcknight,USA
217836,Brooke,Harding,USA
217837,Lisa,Harding,USA
217838,Alexandra M,Sheeran,USA
217839,Sonya Sheeran,Stover,USA
217840,Sederique,Merola,BEL
217841,Elena,Micheloni,FRA
217842,Lara,Albini,ITA
217843,Zi Xuan,Ma,CHN
217844,Ana Maria,Gilca,ROU
217845,Stefanie,Kaindl,GER
217846,Bianca,Schlumberger,GER
217847,Shinann,Featherston,USA
217848,Linnea,Pedersen,GER
217849,Antonia,Berse,GER
217850,Lisa,Ruckenbaum,AUT
217851,Michaela,Marikova,CZE
217852,Cecilia,Crevani,ARG
217853,Nana,Nemoto,JPN
217854,Katarzyna,Kossowska,POL
217855,Alberta,Detogni,ITA
217856,Carlotta,Svaluto,ITA
217857,Ruxandra,Ababii,ROU
217858,Maja,Jovic,CAN
217859,Carolina,Barrionuevo,ARG
217860,Maria Sol,Carrasco,ARG
217861,Musangu,Muchunga,ZAM
217862,Adrianna,Zorawska,POL
217863,Barbara,Pietrkiewicz,POL
217864,Weronika,Halicka,POL
217865,Magdalena,Stencel,POL
217866,Sylwia,Kociecka,POL
217867,Katarzyna,Witos,POL
217868,Giulia,Perrone,BRA
217869,Bruna,Macedo Soares,BRA
217870,Sayaka,Koumura,JPN
217871,Anjyu,Kanda,JPN
217872,Satomi,Fujitani,JPN
217873,Alejandra,Reyes Menacho,BOL
217874,Daniela,Garstea,MDA
217875,Ioana Andreea,Sascau,ROU
217876,Ece,Unlu,TUR
217877,Gabriela,Markova,CZE
217878,Tina,Zimmermann,GER
217879,Agatha,Zmijak,GER
217880,Luise,Intert,GER
217881,Manuela,Pietzuch,GER
217882,Marlena,Pietzuch,GER
217883,Elisaveta,Baer,GER
217884,Helena,Korompis,NED
217885,Ruth,Markov,GBR
217886,Selma,Saran,BIH
217887,Emira,Spaho,BIH
217888,Elizaveta,Ignatova,RUS
217889,Andrea,Berzal Albaladejo,ESP
217890,Ainhoa,Rico Martin,ESP
217891,Kristina,Bekavac,CRO
217892,Ivana,Spasojevic,SRB
217893,Emily,Rodbourne,GBR
217894,Emily,Southall,GBR
217895,Patricia,Quintana Cerezo,ESP
217896,Leticia,Sanchez,ESP
217897,Anna,Davydova,RUS
217898,Tatiana,Filaire,FRA
217899,Tamar,Komakhidze,GEO
217900,Ekaterina,Verho,FIN
217901,Anna,Makuha,UKR
217902,Sol,Ferrero,ARG
217903,Nicolette,Tran,USA
217904,Matilda,Hurst,AUS
217905,Natasha,Bertolucci,BRA
217906,Yuriko,Shinmura,JPN
217907,Rebecca,Siegler,USA
217908,Ashley,Barron,USA
217909,Savannah,Wood,USA
217910,Grazia,Ripepi,ITA
217911,Margaret,Lumia,USA
217912,Carlee,Rizzolo,USA
217913,Maria,Martin Lozano,ESP
217914,Clotilde,Barriere,FRA
