# Credits to https://github.com/JeffSackmann/tennis_wta
Id,First Name,Last Name,Country
204826,Yu Mei,Chen,TPE
204827,Min Hui,Chan,TPE
204828,Wan Ting,Lin,TPE
204829,Jung Chi,Tsai,TPE
204830,Yu Chun,Huang,TPE
204831,Hsiung Ching,Lin,TPE
204832,Yi Wei,Chen,TPE
204833,Rochelle,Raiss,USA
204834,Dominique,Reynolds,MEX
204835,Claudia,Oliveira,BRA
204836,Candida,Reid,GBR
204837,Selin,Nassi Tekikbas,USA
204838,Linda,Jansson,FIN
204839,Oksana,Yarikova,UZB
204840,Liudmila,Nikoyan,ARM
204841,Irina,Bobrysheva,RUS
204842,Marianna,Yuferova,RUS
204843,Eka,Zhvania,GEO
204844,Maria Jose,Capuano,ARG
204845,Ana,Viglione,ARG
204846,Eugenia,Lopez Ascarte,ARG
204847,Bettina,Hafner,GER
204848,Silvia,Gutierrez Quiroga,ESP
204849,Atsuko,Shintani,JPN
204850,Julia,Carballal Fernandez,ESP
204851,Magdalena,Marszalek,POL
204852,Barbara,Urbanska,CAN
204853,Jennifer,Baker,USA
204854,Natalie,Ko,AUS
204855,Sarah,Stone,AUS
204856,Luana,Magnani,USA
204857,Whitney,Benik,USA
204858,Anca,Anastasiu,RSA
204859,Paloma,Collantes,USA
204860,Tumeka,Harris,USA
204861,Ilona,Vichnevskaya,RUS
204862,Beatriz,Cabrera Rosendo,ESP
204863,Gizella,Turbok,HUN
204864,Anzela,Zguna,LAT
204865,Giulia,Baldoni,ITA
204866,Giorgia,Buchanan,ITA
204867,Daniela,Klemenschits,AUT
204868,Stefanie,Weis,GER
204869,Claire,Carter,GBR
204870,Melissa,Berry,GBR
204871,Cristina,Tonelli,ITA
204872,Julia,Gandia Gomez,ESP
204873,Anya,Loncaric,CAN
204874,Tracey,Oconnor,NZL
204875,Tomoko,Taira,JPN
204876,Marjorie,Ferrand,FRA
204877,Irina,Delitz,GER
204878,Kim,Kambic,SLO
204879,Beatriz,Becker,MEX
204880,Eva,Erbova,CZE
204881,Isabel,Collischonn,GER
204882,Katya,Zenklusen,SUI
204883,Giovanna,Di Lauro,ITA
204884,Nancy,Rustignoli,ITA
204885,Neda,Mihneva,BUL
204886,Nikolina,Hrankova,BUL
204887,Virginia,Trifonova,BUL
204888,Ljiljana,Nanusevic,SRB
204889,Ayano,Takeuchi,JPN
204890,Hiroko,Komori,JPN
204891,Nana,Wada,JPN
204892,Monika,Schneider,POL
204893,Rebecca,Rankin,GBR
204894,Ivana,Jovanovic,AUS
204895,Kim,Coventry,AUS
204896,Anouk,Sterk,NED
204897,Dina,Khalil,EGY
204898,Noha,Mohsen,EGY
204899,Evghenia,Ablovatchi,MDA
204900,Amanda,Sanches,BRA
204901,Julieta,Robin,ARG
204902,Sabrina,Peppl,BRA
204903,Livia,Azzi,BRA
204904,Ana Paula,Novaes,BRA
204905,Lucia,Tallova,SVK
204906,Priscila,Ortega,BRA
204907,Tassia,Sono,BRA
204908,Morena,De Bernardi,ITA
204909,Katri,Miller,EST
204910,Anna,Eriksson,SWE
204911,Jenny,Lindstrom,SWE
204912,Diana,Majkic,SWE
204913,Li,Tong,CHN
204914,Yan,Chen,CHN
204915,Min Jie,Shi,CHN
204916,Maria,Husain,USA
204917,Hyacinth,Yorke,USA
204918,Jennifer,Klaschka,GER
204919,Eva,Wang,USA
204920,Tuyet Minh,Tran,VIE
204921,Mirem,Rico Nogales,ESP
204922,Gabriela,Ziliotto,BRA
204923,Ariela,Primo,BRA
204924,Maria Florencia,Rivolta,ARG
204925,Claudia,Salgues,URU
204926,Elisabeth,Bahn,AUT
204927,Luciana,Barbosa,BRA
204928,Dea,Sumantri,INA
204929,Kun,Deng,CHN
204930,Charlotta,Larsson,SWE
204931,Bianca,Cremer,GER
204932,Katja,Blocker,GER
204933,Raquel,Martins,BRA
204934,Mariana Pires,Junqueira,BRA
204935,Jorgelina,Barrera,ARG
204936,Candela,Novoa,ARG
204937,Mariana,Conde,ARG
204938,Magdalena,Tokarska,POL
204939,Malgorzata,Silka,POL
204940,Nicole,Ludwig,GER
204941,Orawan,Lamangthong,THA
204942,Madita,Suer,GER
204943,Kara,Molony Hussey,USA
204944,Darya,Ivanov,AUS
204945,Deanna,Roberts,AUS
204946,Yao,Zhang,CHN
204947,Katie,Robinette,USA
204948,Melissa,Applebaum,USA
204949,Lenka,Snajdrova,CZE
204950,Tina,Schmassmann,SUI
204951,Valentina,Bonacorsi,ITA
204952,Meta,Sevsek,SLO
204953,Susanne,Wild,GER
204954,Claudia,Kuleszka,GER
204955,Ajda,Brumen,SLO
204956,Claudia,Kardys,GER
204957,Emmy,Fritz Krockow,USA
204958,Maria Jose,Sanchez Alayeto,ESP
204959,Natalia,Cretu,CAN
204960,Emily,Kwok,CAN
204961,Anna,Pogosova,UKR
204962,Katarina,Zoricic,CAN
204963,Joanne,Akl,FRA
204964,Alexandra,Korotkevich,RUS
204965,Lisa,Tognetti,ITA
204966,Janette,Bejlkova,CZE
204967,Rebecca,Dandeniya,GBR
204968,Nino,Szownadze,POL
204969,Edita,Liachoviciute,LTU
204970,Karina Ildor,Jacobsgaard,DEN
204971,Alexandria,Liles,USA
204972,Shari,Bucklin,USA
204973,Michelle,Dasso,USA
204974,Nhu Quynh,Phan,VIE
204975,Thi Kim Loi,Tran,VIE
204976,Suzanne,Van Hartingsveldt,NED
204977,Katarzyna,Siwosz,POL
204978,Hsiao Han,Chao,TPE
204979,Tihana,Pochobradsky,CRO
204980,Helena,Norfeldt,SWE
204981,Nathalia,Papadopolou,SWE
204982,Vlasta,Dammova,CZE
204983,Ema,Janaskova,CZE
204984,Michaela,Bartlova,CZE
204985,Chen Chen,Gao,CHN
204986,Elena,Stoianova,BUL
204987,Alexandra,Mcgoodwin,USA
204988,Andrea,Di Leo,LUX
204989,Elena,Vianello,ITA
204990,Nicole,Shabaz,USA
204991,Sabrina,Diniz,BRA
204992,Julia Maria,Arguello,BRA
204993,Marina,Tavares,BRA
204994,Marina,Cardoso,BRA
204995,Patricia,Coimbra,BRA
204996,Fernanda,Caputi,BRA
204997,Bruna,Paes,BRA
204998,Martina,Braun Schultz,BRA
204999,Carolina,Salge,BRA
205000,Vanessa,Lima,BRA
205001,Fernanda,Bini,BRA
205002,Florencia,Salvadores,ARG
205003,Estefania,Balda Alvarez,ECU
205004,Monica,Wiesener,USA
205005,Caitlin,Collins,USA
205006,Natalie,Neri,GBR
205007,Natalie,Tanevska,AUS
205008,Eveline,Vanhyfte,BEL
205009,Borka,Majstorovic,SRB
205010,Magy,Aziz,EGY
205011,Nadejda,Vassileva,BUL
205012,Amani,Khalifa,EGY
205013,Klara,Hladka,CZE
205014,Maria Fernanda,Riveroll,MEX
205015,Maria Laura,Fernandez,MEX
205016,Gaelle,Taton,BEL
205017,Lia,Jackson,USA
205018,Ana,Beltran Trigueros,ESP
205019,Ryoko,Watanabe,JPN
205020,Sun Young,Kim,KOR
205021,Misae,Sakai,JPN
205022,Hong Thanh,Tang,VIE
205023,Mai Huynh,Huynh,VIE
205024,Naoko,Horikawa,JPN
205025,Utako,Suzuki,JPN
205026,Eun Hee,Sung,KOR
205027,Jia,Lin,CHN
205028,Thuy Linh,Tran,VIE
205029,Ji Sun,Ha,KOR
205030,Kyung Mi,Noh,KOR
205031,Michelle,Mitchell,USA
205032,Sybil,Parker,USA
205033,Anna Maria,Miller,AUT
205034,Stefania,Pesce,ITA
205035,Vanessa,Wellauer,SUI
205036,Michelle,Blattler,SUI
205037,Irina,Smirnova,RUS
205038,Elisabetta,Monduzzi,ITA
205039,Jacqueline,Frohlich,GER
205040,Caroline,Hartmann,FRA
205041,Nora,Quintal,MEX
205042,Shivani,Oberoi,CAN
205043,Lauren,Colalillo,CAN
205044,Karin,Ionesco,CAN
205045,Kanako,Yano,JPN
205046,Jodi,Kenoyer,USA
205047,Dragana,Ognenovska,MKD
205048,Monika,Dancevic,CAN
205049,Jessica,Weyreuter,ARG
205050,Eunice,David,CAN
205051,Amy,Toth,CAN
205052,Carmen,Pinto,ITA
205053,Vittoria,Maglio,ITA
205054,Daniela,Bercek,SRB
205055,Renata,Kucerkova,CZE
205056,Marta,Lesniak,POL
205057,Valerie,Saillant,CAN
205058,Tania,Rice,CAN
205059,Hye Jeong,Chang,KOR
205060,Mi Ran,Shin,KOR
205061,Melanie,Hafner,GER
205062,Roberta,Martellini,ITA
205063,Zuzana,Cerna,CZE
205064,Zsuzsanna,Babos,HUN
205065,Liberty,Sveke,USA
205066,Julia,Acs,HUN
205067,Nadine,Hassinger,GER
205068,Ana,Abramovic,CRO
205069,Rawya,Seif,EGY
205070,Jennifer,De Bodt,BEL
205071,Anastasia,Dvornikova,RUS
205072,Anastasia,Zvereva,RUS
205073,Barbara,Costa,BRA
205074,Fernanda,Hermenegildo,BRA
205075,Carolina,Olmo,ARG
205076,Martina,Pavelec,GER
205077,Nikol,Dimitrova,BUL
205078,Katharine,Baker,GBR
205079,Paula,Marama,NZL
205080,Li,Huang,CHN
205081,Qing,Yue,CHN
205082,Nan,Dong,CHN
205083,Yan,Zhang,CHN
205084,Mimi,Renaudin,USA
205085,Melissa,Mang,USA
205086,Moe,Kawatoko,JPN
205087,Shiho,Tanaka,JPN
205088,Komugi,Matsui,JPN
205089,Anastasia,Sourkova,RUS
205090,Lara,Picone,AUS
205091,Claire,Jalade,FRA
205092,Kirsty,Woolley,GBR
205093,Joyce,Martinez,MEX
205094,Celine,Beermann,GER
205095,Stephanie,Greau,FRA
205096,Marielle,Weihs,AUT
205097,Patricia,Ribeiro,POR
205098,Jahnavi,Sunderarajan,IND
205099,Krushmi,Chheda,IND
205100,Liza,Viplav,IND
205101,Nandini,Perumal,IND
205102,Thassha,Vitayaviroj,THA
205103,Geeta,Manohar,IND
205104,Preeti,Rao,IND
205105,Iciri,Rai,IND
205106,Lata,Assudani,IND
205107,Meghha,Vakaria,IND
205108,Veronica,Grigis,ITA
205109,Eleonora,Punzo,ITA
205110,Claire,Ricketts,GBR
205111,Nikoleta,Kipritidou,GRE
205112,Jessi,Robinson,USA
205113,Amanda,Dundas,AUS
205114,Courtney,Ulery,USA
205115,Chrissie,Seredni,USA
205116,Soon Mi,Seo,KOR
205117,Soo Mi,Yoo,KOR
205118,Ji Youn,Lee,KOR
205119,Se Na,Lee,KOR
205120,Francesca,Frappi,ITA
205121,Barbara,Polidoro,ITA
205122,Martina,Lautenschlager,SUI
205123,Alice,Balducci,ITA
205124,Elodie,Rouzier,FRA
205125,Gaelle,Desperrier,FRA
205126,Sousan,Massi,SWE
205127,Ana Cecilia,Trevino,MEX
205128,Jeong A,Cho,KOR
205129,Andrea,Lipovska,AUS
205130,Birgit,Ritschka,AUT
205131,Wei,Na,CHN
205132,Natasha,Kersten,AUS
205133,Yvette,Hyndman,USA
205134,Stephanie,Wetmore,CAN
205135,Diana,Vranceanu,GER
205136,Barbara,Pocza,HUN
205137,Elena,Poliakova,RUS
205138,Anna,Powaska,POL
205139,Audra,Falk,USA
205140,Ekaterina,Kosminskaya,RUS
205141,Valentina,Ponomartseva,RUS
205142,Sheila,Guerberg,ARG
205143,Valentina,Castro,CHI
205144,Juliana,Botelho,BRA
205145,Kokoro,Takehara,JPN
205146,Eri,Nozawa,JPN
205147,Ekaterina,Kirianova,RUS
205148,Katerina,Polunina,UKR
205149,Nadezda,Samoylo,RUS
205150,Saori,Hosogai,JPN
205151,Yukiko,Yabe,JPN
205152,Olga,Khrapkova,RUS
205153,Natalia,Rakhmanina,RUS
205154,Natalia,Pervitskaya,RUS
205155,Gabriela,Niculescu,ROU
205156,Lucia,Jimenez Almendros,ESP
205157,Leila,Hodzic,USA
205158,Rachael,Dillon,IRL
205159,Hannah,Grady,GBR
205160,Claire,Peterzan,GBR
205161,Danielle,Brown,GBR
205162,Daniela,Krejsova,SVK
205163,Tamara,Encina,USA
205164,Rebekah,Rhodes,USA
205165,Sabita,Maharaj,USA
205166,Shannon,Robinson,USA
205167,Courtney,Vernon,USA
205168,Dominique,Van Boekel,NED
205169,Polina,Zaretser,USA
205170,Anamika,Bhargava,USA
205171,Jie,Zeng,USA
205172,Holly,Cao,AUS
205173,Bianca,Acquistapace,AUS
205174,Bronwyn,Williams,AUS
205175,Veronika,Litvinskaya,UKR
205176,Dorian,Driessen,NED
205177,Marta,Torres Torres,ESP
205178,Talitha,De Groot,NED
205179,Punam,Reddy,IND
205180,Karishma,Patel,IND
205181,Suhaila,Jad Gomez,ESP
205182,Sabrina,Mendez Dominguez,ESP
205183,Celia,Gil Mateo Sasieta,ESP
205184,Aude,Vermoezen,BEL
205185,Mitsuko,Ise,JPN
205186,Osaro,Amadin,NGR
205187,Michelle,Snyman,RSA
205188,Sandra,Canrom,GBR
205189,Alice,Izomor,NGR
205190,Karin,Schlapbach,SUI
205191,Fatimah,Abinu,NGR
205192,Sabath,Ibrahim,NGR
205193,Rebecca,Fong,GBR
205194,Maria,Babich,RUS
205195,Alanna,Broderick,JAM
205196,Jessica,Engels,AUS
205197,Katia,Sabate Orera,ESP
205198,Alexandra,Recio Linares,ESP
205199,Yuka,Hosoya,JPN
205200,Mika,Kawamura,JPN
205201,Sayaka,Umeda,JPN
205202,Irene,Rehberger Bescos,ESP
205203,Maria,Gatalskaya,RUS
205204,Natalia,Kolat,POL
205205,Dominika,Wojtal,POL
205206,Ozge,Atalay,TUR
205207,Lenore,Lazaroiu,ROU
205208,Ayse Ece,Yavuz,TUR
205209,Gozde,Unkaya,TUR
205210,Alena,Bayarchyk,BLR
205211,Katsarina,Zheltova,BLR
205212,Laila,Abdala,MEX
205213,Micaela,Moran,ARG
205214,Yana,Nemerovski,ISR
205215,Aleksandra,Kulikova,RUS
205216,Nadine,Fahoum,ISR
205217,Danielle,Steinberg,ISR
205218,Eva,Valkova,CZE
205219,Martina,Ondrackova,CZE
205220,Chirashanthi,Rajur,IND
205221,Shweta,Kakhandki Gadigeppa,IND
205222,Madura,Ranganathan,IND
205223,Georgette,Wright,USA
205224,Lorena,Rebolledo,MEX
205225,Rocio,Frausto,MEX
205226,Maria Jose,Andres Gomez,MEX
205227,Denisa,Pavlikova,CZE
205228,Eva,Kadlecova,CZE
205229,Georgia,Rose,GBR
205230,Yen Hua,Lu,TPE
205231,Lorena Ivette,Arias Rodriguez,MEX
205232,Yana,Zavialova,RUS
205233,Laura Alicia,Aguilar,MEX
205234,Vittoria,Perugini,ITA
205235,Krizia,Borgarello,ITA
205236,Daniela,Bracaglia,ITA
205237,Yuko,Uchida,JPN
205238,Chiaki,Matsumoto,JPN
205239,Alejandra,Del Rey Guardiola,ESP
205240,Eleonora,Iannozzi,ITA
205241,Zita,Horanyi,HUN
205242,Saskia,Monien,GER
205243,Cristiana,Marotta,ITA
205244,Susanna,Mussi,ITA
205245,Maksymiliana,Wandel,POL
205246,Linda,Smolenakova,SVK
205247,Kristina,Andlovic,SWE
205248,Laura,Haberkorn,GER
205249,Laura,Peterzan,GBR
205250,Shan Shan,Li,CHN
205251,Cristina,Celani,ITA
205252,Maria Belen,Corbalan,ARG
205253,Eun Jeong,Hwang,KOR
205254,Jung Eun,Kim,KOR
205255,Septi,Mende,INA
205256,Viet Ha,Ngo,VIE
205257,Lisanne,Balk,NED
205258,Kunkanda,Pukjumpa,THA
205259,Prim,Buaklee,THA
205260,Danielle,Kypreos,AUS
205261,Varanya,Vijuksanaboon,THA
205262,Porntip,Mulsap,THA
205263,Franziska,Klotz,AUT
205264,Roana,Schiopu,ISR
205265,Michal,Amir,ISR
205266,Benedetta,Sabatini,ITA
205267,Efrat,Mishor,ISR
205268,Annabella,Weigert,GER
205269,Elana,Agranovich,ISR
205270,Martina,Caciotti,ITA
205271,Doron,Muravnik,ISR
205272,Victoria,Tseitlin,ISR
205273,Efrat,Zlotikamin,ISR
205274,Laura,Zelder,GER
205275,Laura,Borza,CAN
205276,Alise,Vaidere,LAT
205277,Anna,Blagodarova,CAN
205278,Nadja,Kusterer,GER
205279,Alizee,Paradis,CAN
205280,Laura,Pola,CAN
205281,Hae Youm,Bae,KOR
205282,Hitomi,Fujii,JPN
205283,Nicole,Buitoni,BRA
205284,Florentina,Hanisch,BRA
205285,Hilda,Zuleta Cabrera,ECU
205286,Stephanie,Dalmacio,BRA
205287,Viviane,Marani,BRA
205288,Liset,Brito Herrera,CHI
205289,Patricia,Holzman,ARG
205290,Cecilia,Cardenas,ARG
205291,Bruna,Cunha,BRA
205292,Shu Yi,Zhang,CHN
205293,Yulia,Solonitskaya,RUS
205294,Katariina,Tuohimaa,FIN
205295,Christine,Sperling,GER
205296,Maarit,Nieminen,FIN
205297,Shana,Claes,BEL
205298,Nathalie,Gunthard,POR
205299,Teresa,Ferrer Lopez Cuervo,ESP
205300,Miriam,Steinhilber,GER
205301,Lora,Stancheva,BUL
205302,Sladana,Stankovic,SRB
205303,Tanya,Stoimenova,BUL
205304,Andrada Lacramioara,Dinu,ROU
205305,Lindsay,Cox,GBR
205306,Kristina,Movsesyan,RUS
205307,Ayumi,Yamamoto,JPN
205308,Emiko,Ito,JPN
205309,Lara,Fakhoury,GBR
205310,Christy,Striplin,USA
205311,Monika,Kochanova,SVK
205312,Ellen,Linsenbolz,GER
205313,Sarina,Mueller,GER
205314,Madlen,Kadur,GER
205315,Radana,Holusova,CZE
205316,Kelly,De Beer,NED
205317,Eva,Pera,NED
205318,Stephanie,Jeanes,AUS
205319,Maria,Sorbello,AUS
205320,Vera,Leontieva,RUS
205321,Monique,Lynch,AUS
205322,Josanne,Van Bennekom,NED
205323,Joanna,Matuszczyk,POL
205324,Karolina,Filipiak,POL
205325,Karolina,Navratilova,CZE
205326,Therina,Steenkamp,RSA
205327,Celine,Regnier,FRA
205328,Marie Perrine,Baudouin,FRA
205329,Julija,Gotovskyte,LTU
205330,Andrea,Hofinger,AUT
205331,Margaret,Olagundoye,NGR
205332,Hannah,Eke,NGR
205333,Davinia,Lobbinger,BEL
205334,Olusola,Gbadamosi,NGR
205335,Maria Fernanda,Macedo,MEX
205336,Bianca,Smith,AUS
205337,Renee,Lampret,AUS
205338,Tinusha,Sivaganam,MAS
205339,Lucia,Gonzalez,AUS
205340,Jenny,Swift,AUS
205341,Julia,Dziedzic,AUS
205342,Nicole,Bouffler,AUS
205343,Abby,Hedges,NZL
205344,Beatrice,Gumulya,INA
205345,Maya,Rosa,INA
205346,Patricia,Soesilo,INA
205347,Deborah,Armstrong,GBR
205348,Wei Ping,Lee,SIN
205349,Lutfiana Aris,Budiharto,INA
205350,Denise,Harijanto,INA
205351,Jessica,Jackson,GBR
205352,Angelina,Jogasuria,INA
205353,Maja,Kambic,SLO
205354,Angelika,Jogasuria,INA
205355,Nosa,Esorae,NGR
205356,Blessing,Samuel,NGR
205357,Reina,Ishihara,JPN
205358,Angelica,Chavez,MEX
205359,Marta,Espigado Delgado,ESP
205360,Cristina,Valladares Nunez,ESP
205361,Nina,Munch Soegaard,NOR
205362,Rebeca,Delgado Gerardo,MEX
205363,Cristina,Sanchez Quintanar,ESP
205364,Petra,Mokra,CZE
205365,Magdalena,Tokarczyk,POL
205366,Suzanne,Matzenauer,USA
205367,Maria Paula,Hernandez,MEX
205368,Alexandra,Odell Michels,CAN
205369,Courtney,Clayton,USA
205370,Cammie,Gray,USA
205371,Shao Yuan,Kao,TPE
205372,Sevvy,Gallios,AUS
205373,Ana Maria,Constantinescu,ROU
205374,Jessica,Schaer,AUS
205375,Ashlee,Brown,AUS
205376,Marie Pier,Huet,CAN
205377,Melisa,Cabrera Handt,ESP
205378,Sara,Celma Boix,ESP
205379,Nelly,Radeva,USA
205380,Zhanna,Nemykina,GER
205381,Veronica,Queen,USA
205382,Keilly,Ulery,USA
205383,Kate,Jolson,USA
205384,Reka,Zsilinszka,USA
205385,Thuy Trang,Le Nguyen,VIE
205386,Kei,Sekine,JPN
205387,Kaoru,Maezawa,JPN
205388,Federica,Dambrosio,ITA
205389,Argyro,Christofi,GRE
205390,Andrea,Eskauriatza Ruiz,MEX
205391,Alessandra,Di Batte,ITA
205392,Alessia,Bertoia,ITA
205393,Agni,Stefanou,GRE
205394,Anastasia,Kontratevidi,GRE
205395,Meli,Garcia Truchado,ESP
205396,Cynthia,Prieto Garcia,ESP
205397,Natalia,Anisimova,BLR
205398,Cho Won,Lee,KOR
205399,Jelena,Stanivuk,BIH
205400,Ji Ae,Kim,KOR
205401,Sun Jung,Kim,KOR
205402,Olga,Kirpicheva,RUS
205403,Sina,Hartmann,GER
205404,Julia,Paetow,GER
205405,Ginebra,Mostajo Estrada,ESP
205406,Lydia,Lopez Lopez,ESP
205407,Shiori,Kikukawa,JPN
205408,Lauren,Dossor,GBR
205409,Elizaveta,Titova,RUS
205410,Sonja,Viskovich,AUS
205411,Airi,Hagimoto,JPN
205412,Anouk,Tigu,NED
205413,Nicolette,Van Uitert,NED
205414,Bieke,Serruys,BEL
205415,Katharina,Killi,GER
205416,Nina,Henkel,GER
205417,Yuliya,Hnateyko,UKR
205418,Irina,Khatsko,UKR
205419,Ksenia,Lopina,UKR
205420,Kateryna,Byelcheva,UKR
205421,Fabiana,Chiaparini,BRA
205422,Lara,Rafful,ITA
205423,Fabiana,Mak,BRA
205424,Carolina Magalhaes,Malheiros,BRA
205425,Larissa,Ferreira Melo,BRA
205426,Flavia,Borges,BRA
205427,Raphaela,Chaves Borges,BRA
205428,Taylor,Ormond,CAN
205429,Monika,Lalewicz,CAN
205430,Anita,Paliiska,BUL
205431,Jaklin,Alawi,BUL
205432,Maria Luiza,Craciun,ROU
205433,Sylwia,Zagorska,POL
205434,Monica,Gorny,RSA
205435,Anna,Geissler,GER
205436,Paola,Garrido Rodriguez,ESP
205437,Paula,Alvarez Pino,ESP
205438,Alexandra,Popa,ROU
205439,Giulia,Bruzzone,ITA
205440,Yuko,Kurata,JPN
205441,Mika,Morimoto,JPN
205442,Farida,Karaieva,UKR
205443,Viktoriya,Semyrodenko,UKR
205444,Miljana,Adanko,SRB
205445,Katerina,Mazackova,CZE
205446,Aleksandra,Marjanovic,GER
205447,Anja,Poglajen,SLO
205448,Huan,Xia,CHN
205449,Ting Ting,Lu,CHN
205450,Xuan Yu,Guo,CHN
205451,Wen Bo,Wang,CHN
205452,Hye Mi,Byun,KOR
205453,Xia Ling,Li,CHN
205454,Ya Qi,Deng,CHN
205455,Josipa,Bek,CRO
205456,Julie,Herve,FRA
205457,Lucy,Fletcher,GBR
205458,Maria Victoria,Domina,ARG
205459,Alexandra,Karavaeva,RUS
205460,Marina,Takimura,JPN
205461,Paulina,Luquin,MEX
205462,Melisa,Morales,GUA
205463,Jessica,Orselli,ARG
205464,Diana,Kyllmann,BOL
205465,Daniela,Trigo,BOL
205466,Catalina,Arancibia,CHI
205467,Maria Eugenia,Roca Recarey,URU
205468,Emilia,Yorio,ARG
205469,Natalia,Guitler,BRA
205470,Ana Paula,Antelo,BOL
205471,Yasmin,Enrich,ARG
205472,Emily,Haylock,AUS
205473,Mia,Sacca,INA
205474,Bianca,Aboubakare,USA
205475,Svetlana,Tsykhanskaya,RUS
205476,Karla,Gallardo,MEX
205477,Chloe,Mielgo Herrera,MEX
205478,Charlotte,Bossy,BEL
205479,Aminat,Balogun,NGR
205480,Lucy,Warburton,GBR
205481,Tamsyn,Briscoe,RSA
205482,Prerana Mythri,Appineni,IND
205483,Yukari,Kishiro,JPN
205484,Ana Sofia,Camberos,MEX
205485,Deyanirr,Solorio,MEX
205486,Blessing,Anuna,NGR
205487,Anja Vanessa,Peter,PHI
205488,Laura,Bsoul,GER
205489,Ekaterina,Pushkareva,RUS
205490,Kanako,Ishida,JPN
205491,Pola,Olczak,POL
205492,Ashmitha,Easwaramurthi,IND
205493,Parija,Maloo,IND
205494,Prachi,Nadkarni,IND
205495,Asha,Nanda Kumar,IND
205496,Vishika,Chhetri,IND
205497,Jana,Jandova,CZE
205498,Thien Trang,Nguyen,USA
205499,Pamela,Montez,USA
205500,Maddie,Brooks,GBR
205501,Cassandra,Chan,AUS
205502,Selma,Andrade,NED
205503,Michelle,Brycki,AUS
205504,Mara,Nowak,GER
205505,Morgan,Basil,USA
205506,Maria,Meliuk,BLR
205507,Olga,Sarli,GRE
205508,Marina,Lushchina,RUS
205509,Inna,Sokolova,RUS
205510,Julianna,Gates,USA
205511,Nigora,Sirojiddinova,UZB
205512,Misa,Kinoshita,JPN
205513,Nelly,Ciolkowski,FRA
205514,Camille,Sapene,FRA
205515,Subbadharmi,Sundaram,USA
205516,Valeria,Casillo,ITA
205517,Carla,Venticinque Torres,ESP
205518,Tina,Obrez,SLO
205519,Beate,Giller,AUT
205520,Eylul,Benli,TUR
205521,Asli,Semizoglu,TUR
205522,Yoo Ri,Bae,KOR
205523,Jae Hee,Lyoo,KOR
205524,Xi,Lu,CHN
205525,Lu,Guo,CHN
205526,Sara,Savarise,ITA
205527,Karolina,Domanski,SWE
205528,Julia,Jagodzinska,POL
205529,Maya,Pitenina,RUS
205530,Mika,Urbancic,SLO
205531,Marina,Skvortsova,RUS
205532,Karoline,Steiro,NOR
205533,Cristina,Bala Abella,ESP
205534,Berta,Morata Flaquer,ESP
205535,Debora,Castany Muniente,ESP
205536,Petra,Pajalic,SLO
205537,Stephanie,Vidov,USA
205538,Anupama,Rajur,IND
205539,Stephanie,Macfarlane,AUS
205540,Kelsey,Sundaram,USA
205541,Unnati,Purushotham,IND
205542,Denise,Mascherini,ITA
205543,Alexandra,Hernandez Vallant,USA
205544,Appollonia,Melzani,BEL
205545,Rocio,Lopez Alberca,ESP
205546,Iuliia,Sandrakova,UKR
205547,Elizaveta,Zaytseva,RUS
205548,Mayumi,Seki,JPN
205549,Lenka,Hojckova,SVK
205550,Lara,Meccico,ITA
205551,Letizia,Lo Re,ITA
205552,Paloma,Diaz Sada,ESP
205553,Olivia,Scarfi,GBR
205554,Amanda,Granson,USA
205555,Chelsea,Preeg,USA
205556,Ioana,Ivan,ROU
205557,Oana Alexandra,Stanica,ROU
205558,Tugce,Dogan,TUR
205559,Betty,Dautriat,FRA
205560,Yui,Takauchi,JPN
205561,Shiho,Otake,JPN
205562,Naoko,Eto,JPN
205563,Natalia,Alvarez Bilbao,ESP
205564,Elodie,Caillat,FRA
205565,Katrin,Schmidt,GER
205566,Anna Viktoria,Lind,SWE
205567,Paola,Sprovieri,GER
205568,Anna,Lubinsky,USA
205569,Jill M,Saunders,USA
205570,Helena,Besovic,BIH
205571,Edyta,Cieplucha,POL
205572,Hanna,Kapustka,POL
205573,Klaudia,Malenovska,SVK
205574,Ewa,Szatkowska,POL
205575,Daniela,Covello,CAN
205576,Kady,Pooler,USA
205577,Marcella,Koek,NED
205578,Adeline,Goncalves,FRA
205579,Hermione,Roukassian,FRA
205580,Maria Jose,Marino Calvino,ESP
205581,Jana,Albers,GER
205582,Farah,Abougeib Selo,ESP
205583,Julia,Trunk,GER
205584,Diana Andreea,Gae,ROU
205585,Beatris,Simion,ROU
205586,Taij Mishma,Kumar,AUS
205587,Andressa,Garcia,BRA
205588,Yasmine,Guimaraes,BRA
205589,Fernanda,Faria,BRA
205590,Nicole,Herzog,BRA
205591,Paula Cristina,Goncalves,BRA
205592,Minori,Takemoto,JPN
205593,Yuri,Kasuya,JPN
205594,Aleksandra,Rosolska,POL
205595,Martyna,Majewska,POL
205596,Kateryna,Yergina,UKR
205597,Marketa,Havelkova,CZE
205598,Hitomi,Saito,JPN
205599,Mariam,Kurdadze,GEO
205600,Anna,Movsisyan,ARM
205601,Magda,Okruashvili,GEO
205602,Zhanna,Panfilkina,RUS
205603,Fabiana,Palcic,SLO
205604,Andjela,Kankaras,MNE
205605,Ljubica,Avramovic,SRB
205606,Viktoria,Kamenskaya,RUS
205607,Carolina,Gago Fuentes,ESP
205608,Marcela,Fonseca Villarreal,COL
